state,idProduct,combinacion_id,referencia,referencia_combinacion,cantidad,cantidad_referencia,ean13_producto,ean13_combinacion,precio_producto,precio_combinacion,precio_mayor,precio_m_combinacion
1.0,700.0,,,,60.0,,8400000007009,,48.454545,,24.8,
1.0,701.0,,LH6351,,0.0,,8400000008129,,22.231405,,13.11,
1.0,702.0,,,,500.0,,8400000021999,,12.190083,,7.5,
1.0,703.0,,NORA-30W-B,,0.0,,8400000021999,,9.504132,,5.45,
1.0,704.0,,,,0.0,,8400000000208,,15.909091,,8.0,
1.0,705.0,,PARIS-20W-NEGRO,,0.0,,8400000000208,,15.909091,,11.9,
1.0,707.0,707.0,HB100PRO,4293,0.0,0.0,8400000000222,8400000004558,32.975206,0.0,29.0,0.0
1.0,708.0,708.0,HB150PRO,165,0.0,0.0,8400000000223,8400000004565,57.809917,0.0,46.0,0.0
1.0,709.0,709.0,HB150PRO,189,0.0,0.0,8400000000224,8400000004602,71.033058,0.0,58.0,0.0
1.0,711.0,,PER-PRO-2M,,0.0,,8400000000260,,28.057851,,22.5,
1.0,712.0,712.0,5007,TIRAIP6556AZ,200.0,100.0,8400000000307,8400000004671,4.917355,7438017.0,3.9,0.0
1.0,713.0,713.0,,TIRAIP65106K,4.0,100.0,8400000000307,8400000004688,4.917355,15702479.0,2.9,0.0
1.0,714.0,714.0,5029A,TIRAIP65156K,20.0,100.0,8400000007146,8400000004695,37.181818,23966942.0,15.32,0.0
1.0,715.0,715.0,5004,TIRAIP65206K,200.0,100.0,8400000000307,8400000004701,7.396694,32231405.0,3.9,0.0
1.0,716.0,716.0,5004,TIRAIP65256K,200.0,100.0,8400000000308,8400000004718,7.396694,40495868.0,3.9,0.0
1.0,717.0,717.0,VILLA40WALC2,TIRAIP65-6-6K,1000.0,100.0,8400000000314,8400000004725,115.661157,9090909.0,69.9,0.0
1.0,718.0,718.0,VILLA100WALC2,TIRAIP65-7-6K,500.0,100.0,8400000000314,8400000004732,161.115702,10743802.0,120.0,0.0
1.0,719.0,719.0,2028,TIRAIP65-8-6K,10.0,99.0,8400000000352,8400000004749,47.066116,12396694.0,35.0,0.0
1.0,720.0,720.0,,TIRALEDIP65-9,0.0,100.0,8400000232030,8400000004756,2.471074,14049587.0,1.35,0.0
1.0,722.0,722.0,2019,TIRAIP65-6K-2,30.0,100.0,8400000005296,8400000004770,16.942149,2479339.0,8.83,0.0
1.0,723.0,723.0,PARIS-20W-NEGRO,TIRAIP65-6K-3,100.0,100.0,8400000000208,8400000004787,15.909091,4132231.0,11.9,0.0
1.0,724.0,724.0,,TIRAIP65-6K-4,191.0,100.0,8400000021997,8400000004794,23.966942,5785124.0,18.0,0.0
1.0,725.0,725.0,,TIRAIP6556K,200.0,100.0,8400000021997,8400000004800,23.966942,7438017.0,18.0,0.0
1.0,727.0,727.0,CARER-30W-MONO-2550Lm,TIRAIP65156K,0.0,100.0,8400900039293,8400000004824,26.446281,23966942.0,20.5,0.0
1.0,728.0,728.0,,TIRAIP65206K,60.0,100.0,8400000007283,8400000004831,23.826446,32231405.0,16.399999,0.0
1.0,729.0,729.0,,TIRAIP65256K,60.0,100.0,8400000007290,8400000004848,39.429752,40495868.0,18.9,0.0
1.0,730.0,730.0,COB5WBLAN,TIRAIP65-6-6K,139.0,100.0,8888909876337,8400000004855,3.39,9090909.0,1.8,0.0
1.0,731.0,731.0,,TIRAIP65-7-6K,0.0,99.0,8400000011969,8400000004862,75.0,10743802.0,27.15,0.0
1.0,732.0,732.0,Farola solar,TIRAIP65-8-6K,0.0,100.0,8400000011969,8400000004879,89.214876,12396694.0,0.0,0.0
1.0,733.0,733.0,CA-III-2M,TIRALEDIP65-9,100.0,99.0,8400000005722,8400000004886,20.867769,14049587.0,15.0,0.0
1.0,734.0,734.0,9012,TR220V1M6K,0.0,99.0,8400000005715,8400000004893,12.355372,0.0,6.51,0.0
1.0,737.0,737.0,,TIRAIP65-6K-4,0.0,100.0,8400000000432,8400000004923,14.256198,5785124.0,7.0,0.0
1.0,738.0,738.0,,TIRAIP6556K,0.0,94.0,8400000000432,8400000004930,28.099174,7438017.0,14.0,0.0
1.0,739.0,739.0,pk5-2016,TIRAIP65106K,100.0,99.0,8400000005296,8400000004947,81.39,15702479.0,6.59,0.0
1.0,740.0,740.0,pk10-2016,TIRAIP65156K,10.0,100.0,8400000005296,8400000004954,159.73,23966942.0,6.59,0.0
1.0,741.0,741.0,pk5-2019,TIRAIP65206K,16.0,99.0,8400000000482,8400000004961,81.23,32231405.0,41.95,0.0
1.0,742.0,742.0,pk10-2019,TIRAIP65256K,3.0,100.0,8400000000482,8400000004978,159.42,40495868.0,78.03,0.0
1.0,743.0,743.0,,TIRAIP65-6-6K,60.0,99.0,8400000007436,8400000004985,4.545455,9090909.0,1.89,0.0
1.0,744.0,744.0,2080,TIRAIP65-7-6K,0.0,100.0,8400000007443,8400000004992,32.22314,10743802.0,16.25,0.0
1.0,745.0,745.0,pk5-2080,TIRAIP65-8-6K,20.0,100.0,8400000007450,8400000005005,153.05,12396694.0,77.3,0.0
1.0,746.0,746.0,,TIRALEDIP65-9,40.0,100.0,8400000007467,8400000005012,4.338843,14049587.0,1.5,0.0
1.0,747.0,747.0,,TR220V1M6K,0.0,100.0,8400000000432,8400000005029,2.892562,0.0,1.19,0.0
1.0,748.0,748.0,LH3780,TIRAIP65-6K-2,0.0,98.0,8400000011969,8400000005036,47.933884,2479339.0,20.37,0.0
1.0,749.0,749.0,,TIRAIP65-6K-3,237.0,98.0,8400000007498,8400000005043,96.42,4132231.0,35.96,0.0
1.0,751.0,751.0,HEKOM36W,TIRAIP6556K,12.0,96.0,8400000000999,8400000005067,18.5,7438017.0,12.5,0.0
1.0,752.0,752.0,,TIRAIP65106K,40.0,99.0,8400000007528,8400000005074,7.429752,15702479.0,3.32,0.0
1.0,753.0,753.0,GAS100,TIRAIP65156K,0.0,100.0,8400040023444,8400000005081,95.859504,23966942.0,15.0,0.0
1.0,754.0,754.0,GAS100,TIRAIP65206K,0.0,100.0,8400040023444,8400000005098,112.38843,32231405.0,58.8,0.0
1.0,755.0,755.0,ufo-eco-100w,TIRAIP65256K,0.0,100.0,8400000000512,8400000005104,29.710744,40495868.0,20.37,0.0
1.0,756.0,756.0,ufo-eco-150w,TIRAIP65-6-6K,0.0,100.0,8400000000513,8400000005111,38.801653,9090909.0,27.15,0.0
1.0,757.0,757.0,LH6353,TIRAIP65-7-6K,0.0,100.0,8400000008457,8400000005128,29.710744,10743802.0,18.43,0.0
1.0,758.0,758.0,ufo-eco-200w,TIRAIP65-8-6K,0.0,100.0,8400000000521,8400000005135,52.024793,12396694.0,37.5,0.0
1.0,760.0,760.0,LH168,TR220V1M6K,12.0,99.0,8400000007603,8400000005159,45.0,0.0,15.01,0.0
1.0,761.0,761.0,T8-CAR-120,TIRAIP65-6K-2,0.0,100.0,8400000010276,8400000005166,13.0,2479339.0,5.0,0.0
1.0,762.0,762.0,T8-CAR-60,TIRAIP65-6K-3,0.0,100.0,8400000008051,8400000005173,9.090909,4132231.0,3.65,0.0
1.0,763.0,763.0,T8CA181204567,TIRAIP65-6K-4,500.0,99.0,8400000000543,8400000005180,9.049587,5785124.0,6.0,0.0
1.0,765.0,,PN9123,,0.0,,8400000000550,,12.355372,,8.95,
1.0,767.0,,100WRF,,0.0,,8400000005302,,24.99,,15.01,
1.0,768.0,,,,7.0,,8400000007689,,5.95,,2.14,
1.0,769.0,,FOCO10WREC,,0.0,,8400000004503,,14.008264,,9.35,
1.0,770.0,,,,3.0,,8400040023444,,100.0,,33.67,
1.0,771.0,,,,5.0,,8400000007719,,90.0,,30.74,
1.0,772.0,,,,5.0,,8400000007726,,140.0,,47.62,
1.0,773.0,,,,1.0,,8400040023444,,180.0,,61.67,
1.0,774.0,,3101A,,20.0,,8400000007740,,45.0,,14.95,
1.0,775.0,,,,40.0,,8400000007757,,4.338843,,1.5,
1.0,776.0,,,,185.0,,,,51.99,,20.0,
1.0,778.0,,,,40.0,,8400000007788,,45.0,,20.0,
1.0,779.0,,,,78.0,,8400000000710,,26.99,,16.28,
1.0,781.0,,PERF001,,0.0,,,,2.322314,,2.17,
1.0,782.0,,PERF005,,0.0,,8400000009386,,1.36,,0.35,
1.0,783.0,,PERF060,,0.0,,8400000000734,,1.6,,0.53,
1.0,784.0,,0074A,,14.0,,8400000007849,,33.0,,10.74,
1.0,785.0,,W6006A,,0.0,,8400000007856,,24.0,,11.3,
1.0,786.0,,8141A,,0.0,,8400000000796,,26.438017,,9.6,
1.0,787.0,,,,0.0,,,,132.231405,,37.5,
1.0,788.0,,,,40.0,,8400000007887,,40.0,,17.26,
1.0,790.0,,,,230.0,,8400000007900,,9049587.0,,378.0,
1.0,791.0,,,,60.0,,8400000007917,,12.0,,4.13,
1.0,792.0,,,,20.0,,8400000007924,,9.0,,0.0,
1.0,795.0,,5019RGB,,0.0,,8400000000956,,9.049587,,5.11,
1.0,796.0,,,,7.0,,8400000007962,,57.14,,0.0,
1.0,797.0,,DWCR6C,,0.0,,8400000232030,,4.0,,1.45,
1.0,799.0,,,,84.0,,8400000000987,,5.991736,,2.75,
1.0,801.0,,,,949.0,,8400000008013,,3.0,,1.37,
1.0,802.0,,HEKOM36W,,0.0,,8400000000999,,35.53719,,12.5,
1.0,803.0,,,,9684.0,,8400000008037,,2.4,,1.03,
1.0,805.0,,,,9877.0,,8400000008051,,155.0,,64.0,
1.0,807.0,,,,0.0,,8400000001991,,2.4,,0.64,
1.0,811.0,,,,330.0,,8400000008112,,1.55,,0.64,
1.0,812.0,812.0,,2039,320.0,272.0,8400000008129,8400000008129,1.487603,0.0,0.6,0.0
1.0,814.0,,pro150,,120.0,,8400000008143,,49.504132,,32.57,
1.0,816.0,816.0,,8055,120.0,44.0,8400000008167,8400000005579,35.123967,0.0,43.17,0.0
1.0,818.0,818.0,,DW15W3K,120.0,0.0,8400000008181,8400000005609,68.016529,0.0,42.17,0.0
1.0,820.0,820.0,,DW16W6K,0.0,0.0,8400000008204,8400000005623,37.14,0.0,7.43,0.0
1.0,822.0,,SELH40W-DOB,,0.0,,8400000006590,,34.0,,17.14,
1.0,824.0,,LH3834,,10.0,,8400000008242,,21.0,,8.07,
1.0,826.0,,LH3858,,0.0,,8400000006729,,61.0,,17.14,
1.0,828.0,,,,28.0,,8400000008280,,5.0,,3.47,
1.0,830.0,830.0,,6073,60.0,299.0,8400000008303,8400000008303,3.97,0.0,2.84,0.0
1.0,831.0,,,,40.0,,8400000008310,,3.81,,1.27,
1.0,833.0,833.0,,7019,40.0,127.0,8400000000451,8400000005777,3.0,0.0,1.68,0.0
1.0,835.0,,,,60.0,,8400000006071,,1.89,,3.55,
1.0,836.0,,,,20.0,,8400000000185,,3.54,,1.97,
1.0,838.0,,,,40.0,,8400000008389,,14.0,,5.45,
1.0,839.0,,,,0.0,,8400000008396,,26.446281,,14.4,
1.0,841.0,,,,19.0,,8400000008419,,15.0,,10.25,
1.0,843.0,,,,28.0,,8400000008433,,23.958678,,10.25,
1.0,845.0,,,,2.0,,8400000007429,,30.53719,,12.9,
1.0,847.0,,,,4.0,,8400000007429,,59.0,,21.2,
1.0,848.0,,UFORSR150W,,1.0,,8400000007542,,99.0,,33.53,
1.0,850.0,,UFORSR200W,,1.0,,8400000007542,,130.0,,47.76,
1.0,851.0,,,,0.0,,8400000007733,,7.0,,2.069999,
1.0,853.0,,R506W,,936.0,,8400000011242,,1.53,,0.85,
1.0,854.0,,9641,,20.0,,8400000008549,,2.644628,,0.9,
1.0,855.0,,NA1223,,0.0,,8400000007801,,1.5,,1.0,
1.0,857.0,,OfertaEstanca,,0.0,,8400000007825,,10.735537,,7.75,
1.0,859.0,,1328A,,20.0,,8400000008594,,20.0,,5.94,
1.0,861.0,861.0,1311,13,8.0,51.0,8400000007894,8400000004244,11.0,0.0,4.0,0.0
1.0,863.0,,5029A,,10.0,,8400000007917,,45.0,,19.14,
1.0,866.0,,,,8.0,,8400000007900,,6.61157,,0.0,
1.0,867.0,,,,0.0,,8400000007900,,8.264462,,0.0,
1.0,868.0,868.0,,4158,103.0,1636.0,8400004000232,8400000004381,32.892561,0.0,2.1,0.0
1.0,872.0,,,,23.0,,8400000001137,,8181818.0,,356.0,
1.0,875.0,,8023,,20.0,,8400000008754,,2.049999,,2.049999,
1.0,877.0,,MR16 6W,,0.0,,8400000002202,,0.909091,,0.9,
1.0,955.0,,199,,0.0,,8400000001427,,1280992.0,,37.0,
1.0,958.0,958.0,2909A,1157,20.0,364.0,8400000009584,8400000006026,50.0,0.0,15.32,0.0
1.0,960.0,960.0,2916A,1270,20.0,790.0,8400000009607,8400000006118,50.0,0.0,15.32,0.0
1.0,962.0,962.0,,pk24-4034,674.0,0.0,8400000008136,8400000006248,7.71,0.0,3.08,0.0
1.0,964.0,964.0,4120,pk24-4058,0.0,0.0,8400000009645,8400000006262,7.5,0.0,1.0,0.0
1.0,966.0,966.0,DWCR12C,pk60-4010,0.0,0.0,8400000009669,8400000006286,5.0,0.0,0.8,0.0
1.0,968.0,968.0,,5054,60.0,82.0,8400000009683,8400000009683,11.561983,0.0,4.91,0.0
1.0,969.0,969.0,,5030,60.0,565.0,8400000009690,8400000009690,15.0,0.0,6.17,0.0
1.0,971.0,971.0,,5115,23.0,354.0,8400000009713,8400000009713,8.181818,0.0,3.56,0.0
1.0,974.0,974.0,9237,5177,20.0,391.0,8400000009744,8400000009744,32.504132,0.0,7.76,0.0
1.0,975.0,975.0,2079S,5153,20.0,842.0,8400000009751,8400000009751,110.0,0.0,50.28,0.0
1.0,977.0,977.0,RGBBLISTER,9053,27.0,816.0,8400000008242,8400000009775,14.876033,0.0,6.0,0.0
1.0,979.0,979.0,,9015,60.0,1632.0,8400000009799,8400000009799,12.38843,0.0,5.03,0.0
1.0,980.0,,2470,,0.0,,8400000002912,,18.93,,8.8,
1.0,987.0,,TIRA-IP20 12V 24W,,126.0,,8400000008877,,9.909091,,3.15,
1.0,992.0,992.0,5020CTRL,TIRA300LEDSIP65-A,19.0,100.0,8400000009928,8400000001854,9.082645,0.0,3.88,0.0
1.0,994.0,,4842,,20.0,,8400000009942,,14.867769,,6.23,
1.0,996.0,,4328,,20.0,,8400000009966,,10.735537,,4.0,
1.0,999.0,999.0,4885,5222,20.0,0.0,8400000009997,8400000006446,16.520661,0.0,6.23,0.0
1.0,1001.0,1001.0,,pk40-0081,60.0,45.0,8400000010016,8400000006477,11.280992,0.0,4.57,0.0
1.0,1003.0,1003.0,,pk100-0081,41.0,18.0,8400000010030,8400000006491,9.049587,0.0,3.01,0.0
1.0,1004.0,,DWRE24N,,20.0,,8400000010047,,8.264462,,1.0,
1.0,1005.0,,273,,121.0,,8400000010054,,14297521.0,,572.0,
1.0,1008.0,1008.0,5127,4276,20.0,944.0,8400000010085,8400000006538,5.0,0.0,1.0,0.0
1.0,1013.0,1013.0,5653,4033,19.0,1982.0,8400000010139,8400000010139,5.0,0.0,1.0,0.0
1.0,1033.0,1033.0,,4215,21.0,10.0,8400000010337,8400000006866,46.272727,0.0,18.17,0.0
1.0,1034.0,1034.0,,6015,4.0,0.0,8400000009614,8400000001663,15.0,0.0,0.0,0.0
1.0,1037.0,,,,3975.0,,8400000010375,,6.4,,2.5,
1.0,1039.0,,,,4430.0,,8400000010399,,6.603306,,1.5,
1.0,1041.0,1041.0,T8/10W,5011,0.0,402.0,8400000010412,8400000010412,4.950413,0.0,1.0,0.0
1.0,1043.0,1043.0,T8/18W,7036,0.0,230.0,8400000009706,8400000003551,5.77686,0.0,1.0,0.0
1.0,1045.0,,,,20.0,,8400000010450,,6.603306,,1.0,
1.0,1047.0,1047.0,249,4160,31.0,48.0,8400000009713,8400000010474,555.0,0.0,0.0,0.0
1.0,1048.0,,,,33099.0,,8400000010481,,3.55,,0.64,
1.0,1051.0,,,,95.0,,8400000010511,,3.55,,0.64,
1.0,1054.0,,,,6019.0,,8400000010382,,3.07,,0.64,
1.0,1055.0,,,,7875.0,,8400000009782,,3.07,,0.64,
1.0,1065.0,1065.0,,6097,40.0,943.0,8400000010658,8400000010658,4.785124,0.0,1.8,0.0
1.0,1069.0,,,,20.0,,8400000010696,,6.272727,,2.6,
1.0,1073.0,1073.0,3199N,209,20.0,0.0,8400000010733,8400000007146,3.0,0.0,0.5,0.0
1.0,1074.0,,8022,,176.0,,8400000010740,,22.0,,15.0,
1.0,1075.0,1075.0,264,2685,85.0,0.0,8400000010757,8400000007153,9082645.0,0.0,3.0,0.0
1.0,1078.0,1078.0,TUBE WARRIO 22W,144,0.0,0.0,8400000323230,8400000010788,5.675286,0.0,2.63,0.0
1.0,1079.0,1079.0,PHILIPS60X60-44W,PANEL120X60 6000K,14.0,0.0,8400000005555,8400000007177,24.793388,0.0,12.53,0.0
1.0,1080.0,,3009,,20.0,,8400000010801,,2.752066,,0.73,
1.0,1082.0,1082.0,,69,550.0,0.0,8400000010825,8400000007214,4.876033,0.0,2.47,0.0
1.0,1086.0,,,,30.0,,8400000010863,,4.876033,,2.91,
1.0,1091.0,,DORAE1,,0.0,,8400000008471,,6.17,,2.91,
1.0,1092.0,1092.0,,878,2513.0,0.0,8400000010924,8400000007399,322314.0,0.0,291.0,0.0
1.0,1094.0,,,,40.0,,8400000010948,,3.22314,,1.83,
1.0,1096.0,,,,0.0,,8400000010962,,33.479999,,6.7,
1.0,1097.0,1097.0,176OT,TIRA100MBL15M,0.0,0.0,8400000000492,8400000007924,3.57,0.0,1.19,0.0
1.0,1098.0,1098.0,,TIRA100MBL15M,40.0,0.0,8400000010986,8400000007931,26.6,0.0,11.48,0.0
1.0,1100.0,1100.0,0012RGB,TIRA100MBL15M,5.0,0.0,8400000011006,8400000007955,9.0,0.0,3.2,0.0
1.0,1102.0,1102.0,,TIRA100MBL15M,53.0,0.0,8400000011020,8400000007979,11.85,0.0,3.95,0.0
1.0,1104.0,,1055,,0.0,,8400000008624,,67.421488,,26.97,
1.0,1105.0,,1026,,0.0,,8400000001083,,11.421488,,4.57,
1.0,1108.0,,,,0.0,,8400000011082,,11.570248,,0.25,
1.0,1110.0,,pk2-5287UGR,,40.0,,8400000011105,,48.56,,9.71,
1.0,1112.0,,pk2-0990UGR,,1021.0,,8400000011129,,546.0,,2184.0,
1.0,1113.0,,0990O,,0.0,,8400000002561,,45.0,,18.0,
1.0,1115.0,1115.0,pk2-5584UGR,9021,2020.0,0.0,8400000011150,8400000011150,62.5,0.0,25.0,0.0
1.0,1116.0,1116.0,,9014,20.0,0.0,8400000011167,8400000011167,9.0,0.0,3.0,0.0
1.0,1118.0,1118.0,,9045,9.0,124.0,8400000000963,8400000011181,57.14,0.0,0.0,0.0
1.0,1120.0,1120.0,PER033,9038,0.0,0.0,8400000010948,8400000011204,1.6,456.0,0.53,0.0
1.0,1121.0,1121.0,PPMA,9021,160000.0,0.0,8400000006712,8400000011242,39.0,456.0,0.0,0.0
1.0,1122.0,1122.0,,9014,60.0,0.0,8400000011228,8400000011259,14.867769,456.0,6.85,0.0
1.0,1125.0,1125.0,,9052,60.0,0.0,8400000011259,8400000011280,29.735537,456.0,10.5,0.0
1.0,1127.0,1127.0,REFL120,9021,20.0,0.0,,8400000011303,2.97,1026.0,1.19,0.0
1.0,1128.0,1128.0,FTW01,9014,20.0,0.0,8400000011280,8400000007610,28.5,1026.0,9.5,0.0
1.0,1129.0,1129.0,,9069,0.0,0.0,8400000009157,8400000011327,30.0,1026.0,12.53,0.0
1.0,1130.0,1130.0,pk10-0990,9045,0.0,0.0,8400000006507,8400000011334,150.66,1026.0,67.0,0.0
1.0,1131.0,1131.0,pk10-4242,9052,0.0,0.0,8400000006507,8400000011341,167.13,1026.0,74.3,0.0
1.0,1132.0,1132.0,TERMOMETRO,9038,48.0,0.0,8400000008013,8400000011358,1008.0,1596.0,0.0,0.0
1.0,1133.0,1133.0,pk10-0990UGR,9021,102.0,0.0,8400000011334,8400000011365,2457.0,1596.0,1092.0,0.0
1.0,1134.0,1134.0,,9014,40.0,0.0,8400000011341,8400000011372,218.52,1596.0,97.1,0.0
1.0,1135.0,1135.0,,9069,0.0,0.0,8400000011358,8400000011389,33.479999,1596.0,13.4,0.0
1.0,1136.0,1136.0,,9045,0.0,0.0,8400000011365,8400000011396,8.5,1596.0,3.66,0.0
1.0,1137.0,1137.0,,9052,35.0,0.0,8400000011372,8400000011402,7.71,1596.0,3.22,0.0
1.0,1139.0,1139.0,,9021,213.0,0.0,8400000011396,8400000011426,45.454545,2166.0,5.28,0.0
1.0,1141.0,1141.0,,9069,0.0,0.0,8400000010924,8400000021678,110.0,2166.0,112.5,0.0
1.0,1143.0,1143.0,4212,9052,414.0,0.0,8400000010931,8400000021692,6.61157,2166.0,10.0,0.0
1.0,1146.0,1146.0,4242,5031,0.0,0.0,8400000011464,8400000008006,37.14,0.0,19.42,0.0
1.0,1147.0,,,,40.0,,8400000011471,,5.826446,,1.6,
1.0,1149.0,1149.0,,254,40.0,0.0,8400000011495,8400000011495,5.909091,2479339.0,2.37,0.0
1.0,1151.0,1151.0,60069,851,0.0,42.0,8435045092444,8400000011518,0.0,0.0,0.0,0.0
1.0,1152.0,1152.0,60070,851,30.0,0.0,8435045092451,8400000011525,88.26,0.0,0.0,0.0
1.0,1153.0,1153.0,60073,851,0.0,0.0,8435045092529,8400000011532,0.0,0.0,0.0,0.0
1.0,1154.0,1154.0,60067,851,0.0,0.0,8435045092420,8400000011549,0.0,0.0,0.0,0.0
1.0,1155.0,1155.0,60068,851,0.0,0.0,8435045092437,8400000011556,0.0,0.0,0.0,0.0
1.0,1156.0,,60065,,0.0,,8435045092406,,0.0,,0.0,
1.0,1157.0,,60072,,0.0,,8435045092512,,0.0,,0.0,
1.0,1158.0,,60071,,0.0,,8435045092505,,0.0,,0.0,
1.0,1159.0,,60064,,0.0,,8435045092390,,0.0,,0.0,
1.0,1160.0,,60074,,0.0,,8435045092383,,0.0,,0.0,
1.0,1161.0,,1095,,0.0,,8400000011006,,42.85124,,17.14,
1.0,1163.0,,,,2978.0,,8400000011051,,21.487603,,7.0,
1.0,1169.0,,,,40.0,,8400000011693,,4.950413,,3.1,
1.0,1171.0,,,,41.0,,8400000011716,,6.603306,,4.51,
1.0,1173.0,,,,40.0,,8400000011730,,8.256197,,4.51,
1.0,1175.0,1175.0,,1063,267.0,69.0,8400000011754,8400000011754,1.6,0.0,0.66,0.0
1.0,1177.0,,277,,83.0,,8400000011778,,15429752.0,,617.0,
1.0,1179.0,,275,,172.0,,8400000011792,,14297521.0,,572.0,
1.0,1182.0,1182.0,8022,1087,3.0,50.0,8400010923929,8400000011822,2.892562,798.0,1.5,0.0
1.0,1183.0,1183.0,009B,1049,0.0,0.0,8400010923929,8400000011839,3.22314,1795.0,1.5,0.0
1.0,1184.0,1184.0,,1063,38.0,0.0,8400000011204,8400000011846,1.5,1795.0,0.3,0.0
1.0,1185.0,1185.0,,1087,60.0,50.0,8400000011853,8400000011853,0.785124,1795.0,0.5,0.0
1.0,1187.0,1187.0,9244,1063,1.0,50.0,8400000011181,8400000011877,44.0,2793.0,10.86,0.0
1.0,1190.0,1190.0,9238,1063,0.0,50.0,8400000011198,8400000011907,57.1,379.0,15.02,0.0
1.0,1194.0,1194.0,,6037,30.0,0.0,8400000011228,8400000008174,2.04,0.0,1.2,0.0
1.0,1195.0,,,,40.0,,8400000011952,,3.09,,1.03,
1.0,1197.0,,,,60.0,,8400000011976,,3.41,,1.85,
1.0,1199.0,,,,10.0,,8400000011990,,1.2,,0.3,
1.0,1202.0,1202.0,PYS-60B,9054,20.0,27.0,8400000012027,8400000008266,54.95,0.0,19.95,0.0
1.0,1204.0,1204.0,PYS-30B,9016,20.0,20.0,8400000012041,8400000008280,42.0,0.0,16.5,0.0
1.0,1206.0,1206.0,6-PYS-100B,6236,20.0,0.0,8400000011365,8400000008327,78.51,0.0,28.5,0.0
1.0,1208.0,1208.0,6-PYS-150B,6199,11.0,0.0,8400000012089,8400000008402,110.06,0.0,39.95,0.0
1.0,1211.0,1211.0,,6038,0.0,0.0,8400000011402,8400000008426,40.0,0.0,0.0,0.0
1.0,1212.0,1212.0,,6076,0.0,0.0,8400000198099,8400000012126,1.2,0.0,0.53,0.0
1.0,1213.0,1213.0,,6090,0.0,22.0,8400000000048,8400000012133,55.11,0.0,46.13,0.0
1.0,1214.0,,,,40.0,,8400000012140,,54.132231,,38.57,
1.0,1215.0,,,,28.0,,8400000012157,,4.123967,,1.5,
1.0,1216.0,,,,1500.0,,8400000000484,,55.0,,36.8,
1.0,1217.0,,,,496.0,,8400000012171,,3.3,,2.25,
1.0,1218.0,,,,8.0,,8400000000432,,8.0,,7.0,
1.0,1219.0,1219.0,,8017,4097.0,113.0,8400000009775,8400000005593,3.3,0.0,0.64,0.0
1.0,1222.0,1222.0,,8079,500.0,320.0,8400000011419,8400000012225,14.8,0.0,0.0,0.0
1.0,1223.0,1223.0,,SENSORIP44,0.0,5.0,8400000011419,8400000008587,12.3,0.0,0.0,0.0
1.0,1224.0,,EFD16W,,33.0,,8400000759306,,5.5,,1.0,
1.0,1226.0,1226.0,,4016,1999.0,401.0,8400000012263,8400000012263,24.0,0.0,6.0,0.0
1.0,1231.0,1231.0,,4170,146000.0,2735.0,8400000011501,8400000012317,7.429752,0.0,2.74,0.0
1.0,1232.0,1232.0,,4156,464.0,2861.0,8400000011440,8400000012324,8.256197,0.0,3.0,0.0
1.0,1233.0,1233.0,,4132,400.0,2450.0,8400000011532,8400000012331,9.909091,0.0,4.11,0.0
1.0,1234.0,1234.0,,8194,395.0,0.0,8400000011563,8400000008822,16.520661,997934.0,6.85,0.0
1.0,1235.0,1235.0,,8071,60.0,20.0,8400000012355,8400000008839,14.041322,0.0,7.2,0.0
1.0,1236.0,1236.0,,8057,60.0,0.0,8400000011655,8400000008846,14.041322,0.0,7.2,0.0
1.0,1238.0,1238.0,,8033,60.0,0.0,8400000012362,8400000008891,14.041322,0.0,7.2,0.0
1.0,1240.0,1240.0,,6137,60.0,0.0,8400000012409,8400000012409,14.041322,0.0,7.2,0.0
1.0,1241.0,1241.0,,6151,2890.0,10.0,8400000011778,8400000012416,7.429752,0.0,0.0,0.0
1.0,1242.0,1242.0,5584UGR,21,500.0,70.0,8400000012423,8400000012423,31.247934,0.0,12.5,0.0
1.0,1243.0,1243.0,,8,1000.0,101.0,8400000011839,8400000012430,8.900826,0.0,0.0,0.0
1.0,1244.0,,,,34997.0,,8400000012447,,20.578512,,14.0,
1.0,1245.0,1245.0,,1374,34991.0,0.0,8400000012454,8400000009027,15619835.0,0.0,0.0,0.0
1.0,1246.0,1246.0,0264,5321,20.0,0.0,,8400000009034,9.140496,0.0,3.66,0.0
1.0,1247.0,1247.0,0272,5345,20.0,0.0,,8400000009058,13.14,0.0,5.26,0.0
1.0,1248.0,,0288,,20.0,,,,17.14876,,6.86,
1.0,1249.0,1249.0,0289,847,0.0,0.0,,8400000009188,18.3,0.0,7.32,0.0
1.0,1250.0,,,,60.0,,,,2.163251,,0.87,
1.0,1251.0,,0851,,20.0,,,,6.833904,,1.6,
1.0,1252.0,,0878,,0.0,,,,50.404588,,18.94,
1.0,1253.0,,0001,,20.0,,,,0.470271,,0.05,
1.0,1254.0,1254.0,0199,,0.0,0.0,,8400000009218,1.280992,0.0,0.37,0.0
1.0,1255.0,,0273,,20.0,,,,14.297521,,5.72,
1.0,1256.0,1256.0,0249,5444,31.0,364.0,,8400000012560,5.55,0.0,0.0,0.0
1.0,1257.0,,8022,,20.0,,,,2.2,,0.5,
1.0,1258.0,,0264,,0.0,,,,9.082645,,3.0,
1.0,1259.0,1259.0,,234,20.0,0.0,,8400000002233,3.22314,0.0,1.83,0.0
1.0,1260.0,1260.0,pk2-0990,6073,20.0,850.0,,8400000012607,54.6,0.0,21.84,0.0
